corpus_id,translation,book,chapter,chapter_date,header,verse,text,text_raw
BOC,1833,Book of Commandments,2,July 1828,"[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying:",4,"Behold thou art Joseph, and thou wast chosen to do the work of the Lord, but because of transgression, if thou art not aware thou wilt fall, but remember God is merciful: Therefore, repent of that which thou hast done, and he will only cause thee to be afflicted for a season, and thou art still chosen, and wilt again be called to the work; and except thou do this, thou shalt be delivered up and become as other men, and have no more gift.","[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying: Behold thou art Joseph, and thou wast chosen to do the work of the Lord, but because of transgression, if thou art not aware thou wilt fall, but remember God is merciful: Therefore, repent of that which thou hast done, and he will only cause thee to be afflicted for a season, and thou art still chosen, and wilt again be called to the work; and except thou do this, thou shalt be delivered up and become as other men, and have no more gift."
BOC,1833,Book of Commandments,2,July 1828,"[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying:",5,"And when thou deliveredst up that which God had given thee sight and power to translate, thou deliveredst up that which was sacred, into the hands of a wicked man, who has set at nought the counsels of God, and has broken the most sacred promises, which were made before God, and has depended upon his own judgement, and boasted in his own wisdom, and this is the reason that thou hast lost thy privileges for a season, for thou hast suffered the counsel of thy director to be trampled upon from the beginning.","[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying: And when thou deliveredst up that which God had given thee sight and power to translate, thou deliveredst up that which was sacred, into the hands of a wicked man, who has set at nought the counsels of God, and has broken the most sacred promises, which were made before God, and has depended upon his own judgement, and boasted in his own wisdom, and this is the reason that thou hast lost thy privileges for a season, for thou hast suffered the counsel of thy director to be trampled upon from the beginning."
BOC,1833,Book of Commandments,2,July 1828,"[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying:",6,"Nevertheless, my work shall go forth and accomplish my purposes, for as the knowledge of a Savior has come into the world, even so shall the knowledge of my people, the Nephites, and the Jacobites, and the Josephites, and the Zoramites, come to the knowledge of the Lamanites, and the Lemuelites and the Ishmaelites, which dwindled in unbelief, because of the iniquities of their fathers, who have been suffered to destroy their brethren, because of their iniquities, and their abominations: and for this very purpose are these plates preserved which contain these records, that the promises of the Lord might be fulfilled, which he made to his people; and that the Lamanites might come to the knowledge of their fathers, and that they might know the promises of the Lord, and that they may believe the gospel and rely upon the merits of Jesus Christ, and be glorified through faith in his name; and that through their repentance they might be saved: Amen.","[edit] A Revelation given to Joseph, in Harmony, Pennsylvania, July, 1828, after Martin had lost the Manuscript of the forepart of the book of Mormon, translated from the book of Lehi, which was abridged by the hand of Mormon, saying: Nevertheless, my work shall go forth and accomplish my purposes, for as the knowledge of a Savior has come into the world, even so shall the knowledge of my people, the Nephites, and the Jacobites, and the Josephites, and the Zoramites, come to the knowledge of the Lamanites, and the Lemuelites and the Ishmaelites, which dwindled in unbelief, because of the iniquities of their fathers, who have been suffered to destroy their brethren, because of their iniquities, and their abominations: and for this very purpose are these plates preserved which contain these records, that the promises of the Lord might be fulfilled, which he made to his people; and that the Lamanites might come to the knowledge of their fathers, and that they might know the promises of the Lord, and that they may believe the gospel and rely upon the merits of Jesus Christ, and be glorified through faith in his name; and that through their repentance they might be saved: Amen."
BOC,1833,Book of Commandments,3,February 1829,"[edit] A Revelation given to Joseph, the father of Joseph, in Harmony, Pennsylvania, February 1829. saying:",1,"Now, behold, a marvelous work is about to come forth among the children of men, therefore, O ye that embark in the service of God, see that ye serve him with all your heart, might, mind and strength, that ye may stand blameless before God at the last day: Therefore, if ye have desires to serve God, ye are called to the work, for behold, the field is white already to harvest, and lo, he that thrusteth in his sickle with his might, the same layeth up in store that he perish not, but bringeth salvation to his soul, and faith, hope, charity, and love, with an eye single to the glory of God, qualifies him for the work.","[edit] A Revelation given to Joseph, the father of Joseph, in Harmony, Pennsylvania, February 1829. saying: Now, behold, a marvelous work is about to come forth among the children of men, therefore, O ye that embark in the service of God, see that ye serve him with all your heart, might, mind and strength, that ye may stand blameless before God at the last day: Therefore, if ye have desires to serve God, ye are called to the work, for behold, the field is white already to harvest, and lo, he that thrusteth in his sickle with his might, the same layeth up in store that he perish not, but bringeth salvation to his soul, and faith, hope, charity, and love, with an eye single to the glory of God, qualifies him for the work."
BOC,1833,Book of Commandments,3,February 1829,"[edit] A Revelation given to Joseph, the father of Joseph, in Harmony, Pennsylvania, February 1829. saying:",2,"Remember temperance, patience, humility, diligence, &c., ask and ye shall receive, knock and it shall be opened unto you: Amen.","[edit] A Revelation given to Joseph, the father of Joseph, in Harmony, Pennsylvania, February 1829. saying: Remember temperance, patience, humility, diligence, &c., ask and ye shall receive, knock and it shall be opened unto you: Amen."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",1,"Behold, I say unto you, that my servant Martin has desired a witness from my hand, that my servant Joseph has got the things of which he has testified, and borne record that he has received of me.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. Behold, I say unto you, that my servant Martin has desired a witness from my hand, that my servant Joseph has got the things of which he has testified, and borne record that he has received of me."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",2,"And now, behold this shall you say unto him:--I the Lord am God, and I have given these things unto my servant Joseph, and I have commanded him that he should stand as a witness of these things, nevertheless I have caused him that he should enter into a covenant with me, that he should not show them except I command him and he has no power over them except I grant it unto him; and he has a gift to translate the book and I have commanded him that he shall pretend to no other gift, for I will grant him no other gift.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And now, behold this shall you say unto him:--I the Lord am God, and I have given these things unto my servant Joseph, and I have commanded him that he should stand as a witness of these things, nevertheless I have caused him that he should enter into a covenant with me, that he should not show them except I command him and he has no power over them except I grant it unto him; and he has a gift to translate the book and I have commanded him that he shall pretend to no other gift, for I will grant him no other gift."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",3,"And verily I say unto you, that wo shall come unto the inhabitants of the earth, if they will not hearken my words, for behold, if they will not believe my words, they would not believe my servant Joseph, if it were possible that he show them all things. O ye unbelieving, ye stiffnecked generation, mine anger is kindled against you!","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And verily I say unto you, that wo shall come unto the inhabitants of the earth, if they will not hearken my words, for behold, if they will not believe my words, they would not believe my servant Joseph, if it were possible that he show them all things. O ye unbelieving, ye stiffnecked generation, mine anger is kindled against you!"
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",4,"Behold, verily I say, I have reserved the things of which I have spoken, which I have intrusted to my servant, for a wise purpose in me, and it shall be made known in future generations: But this generation shall have my words, yea and the testimony of three of my servants shall go forth with my words unto this generation; yea, three shall know of a surety that these things are true, for I will give them power, that they may behold and view these things as they are, and to none else will I grant this power, to receive this same testimony among this generation. And the testimony of three witnesses will I send forth and my word, and behold, whosoever believeth in my word, them will I visit with the manifestation of my Spirit, and they shall be born of me, and their testimony shall also go forth.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. Behold, verily I say, I have reserved the things of which I have spoken, which I have intrusted to my servant, for a wise purpose in me, and it shall be made known in future generations: But this generation shall have my words, yea and the testimony of three of my servants shall go forth with my words unto this generation; yea, three shall know of a surety that these things are true, for I will give them power, that they may behold and view these things as they are, and to none else will I grant this power, to receive this same testimony among this generation. And the testimony of three witnesses will I send forth and my word, and behold, whosoever believeth in my word, them will I visit with the manifestation of my Spirit, and they shall be born of me, and their testimony shall also go forth."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",5,"And thus, if the people of this generation harden not their hearts, I will work a reformation among them, and I will put down all lyings, and deceivings, and priestcrafts, and envyings, and strifes, and idolatries, and sorceries, and all manner of iniquities, and I will establish my church, like unto the church which was taught by my disciples in the days of old.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And thus, if the people of this generation harden not their hearts, I will work a reformation among them, and I will put down all lyings, and deceivings, and priestcrafts, and envyings, and strifes, and idolatries, and sorceries, and all manner of iniquities, and I will establish my church, like unto the church which was taught by my disciples in the days of old."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",6,"And now if this generation do harden their hearts against my word, behold I will deliver them up unto Satan, for he reigneth and hath power at this time, for he hath got great hold upon the hearts of the people of this generation: and not far from the iniquities of Sodom and Gomorrah, do they come at this time: and behold the sword of justice hangeth over their heads, and if they persist in the hardness of their hearts, the time cometh that it must fall upon them. Behold I tell you these things even as I also told the people of the destruction of Jerusalem, and my word shall be verified at this time as it hath hitherto been verified..","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And now if this generation do harden their hearts against my word, behold I will deliver them up unto Satan, for he reigneth and hath power at this time, for he hath got great hold upon the hearts of the people of this generation: and not far from the iniquities of Sodom and Gomorrah, do they come at this time: and behold the sword of justice hangeth over their heads, and if they persist in the hardness of their hearts, the time cometh that it must fall upon them. Behold I tell you these things even as I also told the people of the destruction of Jerusalem, and my word shall be verified at this time as it hath hitherto been verified.."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",7,"And now I command my servant, Joseph to repent, and walk more uprightly before me, and yield to the persuasions of men no more; and that he be firm in keeping the commandments wherewith I have commanded him; and if he doeth this, behold I grant unto him eternal life, even if he should be slain.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And now I command my servant, Joseph to repent, and walk more uprightly before me, and yield to the persuasions of men no more; and that he be firm in keeping the commandments wherewith I have commanded him; and if he doeth this, behold I grant unto him eternal life, even if he should be slain."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",8,"And now I speak again concerning the man that desireth a witness: behold I say unto him, he exalteth himself and doth not humble himself sufficiently before me, but if he will go out and bow down before me, and humble himself in mighty prayer and faith, in the sincerity of his heart, then I will grant unto him a view of the things which he desireth to know: and then he shall say unto the people of this generation, behold I have seen the things and I know of a surety that they are true, for I have seen, and they have been shown unto me by the power of God and not of man. And I command him that he shall say no more unto them, concerning these things, except he shall say, I have seen them, and they have been shown unto me by the power of God.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And now I speak again concerning the man that desireth a witness: behold I say unto him, he exalteth himself and doth not humble himself sufficiently before me, but if he will go out and bow down before me, and humble himself in mighty prayer and faith, in the sincerity of his heart, then I will grant unto him a view of the things which he desireth to know: and then he shall say unto the people of this generation, behold I have seen the things and I know of a surety that they are true, for I have seen, and they have been shown unto me by the power of God and not of man. And I command him that he shall say no more unto them, concerning these things, except he shall say, I have seen them, and they have been shown unto me by the power of God."
BOC,1833,Book of Commandments,4,March 1829,"[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites.",9,"And these are the words which he shall say.--But if he deny this, he will break the covenanted with me, and behold he is condemned. And now except he humble himself and acknowledge unto me the things that he has done, which are wrong, and covenant with me that he will keep my commandments, and exercise faith in me, behold I say unto him, he shall have no such views, for I will grant unto him no views of the things which I have spoken. And if this be the case, I command him that he shall do no more, nor trouble me any more concerning this matter.","[edit] A Revelation given to Joseph and Martin, in Harmony, Pennsylvania, March, 1829, when Martin desired of the Lord to know whether Joseph had in his possession, the record of the Nephites. And these are the words which he shall say.--But if he deny this, he will break the covenanted with me, and behold he is condemned. And now except he humble himself and acknowledge unto me the things that he has done, which are wrong, and covenant with me that he will keep my commandments, and exercise faith in me, behold I say unto him, he shall have no such views, for I will grant unto him no views of the things which I have spoken. And if this be the case, I command him that he shall do no more, nor trouble me any more concerning this matter."
