doc_id,chapter,actual_section,feature_class,feature_variant,neighbor_doc_id,similarity,rank
Isaiah_2,2,Isaiah_1_35,char,char4,Isaiah_1_35,0.7670886137680085,1
Isaiah_2,2,Isaiah_1_35,char,char5,Isaiah_1_35,0.6024429066327118,1
Isaiah_2,2,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9885202956912442,1
Isaiah_2,2,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.9838754916855609,1
Isaiah_2,2,Isaiah_1_35,function_words,basic_freq,Isaiah_1_35,0.9879426599971388,1
Isaiah_2,2,Isaiah_1_35,function_words,basic_tfidf,Isaiah_1_35,0.9852361485879695,1
Isaiah_2,2,Isaiah_1_35,function_words,conjunctions_freq,Isaiah_1_35,0.997760253475804,1
Isaiah_2,2,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_1_35,0.9950106526040317,1
Isaiah_2,2,Isaiah_1_35,function_words,kjv_freq,Isaiah_1_35,0.9887251155333546,1
Isaiah_2,2,Isaiah_1_35,function_words,kjv_tfidf,Isaiah_1_35,0.9866880425041696,1
Isaiah_2,2,Isaiah_1_35,function_words,prepositions_freq,Amos,0.9689249151347553,1
Isaiah_2,2,Isaiah_1_35,function_words,prepositions_tfidf,Amos,0.953576079404161,1
Isaiah_2,2,Isaiah_1_35,function_words,pronouns_freq,Isaiah_1_35,0.8387973810887808,1
Isaiah_2,2,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_1_35,0.8105148602278677,1
Isaiah_2,2,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.7944993232461971,1
Isaiah_2,2,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.8339344833664781,1
Isaiah_2,2,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.5911867611281229,1
Isaiah_2,2,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.4171127031275372,1
Isaiah_2,2,Isaiah_1_35,punctuation,punctuation_freq,Ezekiel,0.9995638844558206,1
Isaiah_2,2,Isaiah_1_35,readability,readability,Ezekiel,0.9986691423124722,1
Isaiah_2,2,Isaiah_1_35,sentence,sentence_freq,Jeremiah,0.9456464794624613,1
Isaiah_2,2,Isaiah_1_35,sentence,sentence_tfidf,Jeremiah,0.9445236820454511,1
Isaiah_2,2,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.8371801514416316,1
Isaiah_2,2,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.366178856752252,1
Isaiah_2,2,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.23628939844262875,1
Isaiah_2,2,Isaiah_1_35,word,word1,Isaiah_1_35,0.8262034073658211,1
Isaiah_2,2,Isaiah_1_35,word,word2,Isaiah_1_35,0.35971990905769297,1
Isaiah_2,2,Isaiah_1_35,word,word3,Isaiah_1_35,0.2338921101925362,1
Isaiah_2,2,Isaiah_1_35,word_length,word_length,2 Kings,0.9998980320550372,1
Isaiah_3,3,Isaiah_1_35,char,char3,Isaiah_1_35,0.9055150605915305,1
Isaiah_3,3,Isaiah_1_35,char,char4,Isaiah_1_35,0.7773410162792856,1
Isaiah_3,3,Isaiah_1_35,char,char5,Isaiah_1_35,0.6064427921415146,1
Isaiah_3,3,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_56_66,0.9745184841690795,1
Isaiah_3,3,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.934531445058465,1
Isaiah_3,3,Isaiah_1_35,function_words,basic_freq,Ezekiel,0.9878567173234698,1
Isaiah_3,3,Isaiah_1_35,function_words,basic_tfidf,Ezekiel,0.983477506543569,1
Isaiah_3,3,Isaiah_1_35,function_words,conjunctions_freq,Ezekiel,0.9982044388432585,1
Isaiah_3,3,Isaiah_1_35,function_words,conjunctions_tfidf,Ezekiel,0.9957711778646523,1
Isaiah_3,3,Isaiah_1_35,function_words,kjv_freq,Ezekiel,0.9856702519575947,1
Isaiah_3,3,Isaiah_1_35,function_words,kjv_tfidf,Ezekiel,0.9804870031398484,1
Isaiah_3,3,Isaiah_1_35,function_words,prepositions_freq,Isaiah_1_35,0.9775554371571956,1
Isaiah_3,3,Isaiah_1_35,function_words,prepositions_tfidf,Isaiah_1_35,0.9665995865734792,1
Isaiah_3,3,Isaiah_1_35,function_words,pronouns_freq,Isaiah_1_35,0.7775916909768719,1
Isaiah_3,3,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_1_35,0.7765168470207117,1
Isaiah_3,3,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.742099106823538,1
Isaiah_3,3,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.7869920160416082,1
Isaiah_3,3,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.550387973084023,1
Isaiah_3,3,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.3733435531527735,1
Isaiah_3,3,Isaiah_1_35,punctuation,punctuation_freq,Jeremiah,0.9992563390053862,1
Isaiah_3,3,Isaiah_1_35,readability,readability,Isaiah_40_55,0.9998786543062068,1
Isaiah_3,3,Isaiah_1_35,sentence,sentence_freq,Amos,0.9451048220747744,1
Isaiah_3,3,Isaiah_1_35,sentence,sentence_tfidf,Amos,0.9441055711818844,1
Isaiah_3,3,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.8288943776758817,1
Isaiah_3,3,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.3279608066992151,1
Isaiah_3,3,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.20344877176519233,1
Isaiah_3,3,Isaiah_1_35,word,word1,Isaiah_1_35,0.8171087227903164,1
Isaiah_3,3,Isaiah_1_35,word,word2,Isaiah_1_35,0.32052885631712585,1
Isaiah_3,3,Isaiah_1_35,word,word3,Isaiah_1_35,0.20099650691031049,1
Isaiah_3,3,Isaiah_1_35,word_length,word_length,Isaiah_1_35,0.9997759085269023,1
Isaiah_4,4,Isaiah_1_35,char,char3,Isaiah_1_35,0.8044148452638208,1
Isaiah_4,4,Isaiah_1_35,char,char4,Isaiah_1_35,0.6163206083331207,1
Isaiah_4,4,Isaiah_1_35,char,char5,Isaiah_1_35,0.44952229314110614,1
Isaiah_4,4,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9832038190503551,1
Isaiah_4,4,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.97937093442165,1
Isaiah_4,4,Isaiah_1_35,function_words,basic_freq,Isaiah_56_66,0.9555321850280668,1
Isaiah_4,4,Isaiah_1_35,function_words,basic_tfidf,Isaiah_56_66,0.93814837042388,1
Isaiah_4,4,Isaiah_1_35,function_words,conjunctions_freq,Isaiah_40_55,0.9961570863485811,1
Isaiah_4,4,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_1_35,0.9902524298406439,1
Isaiah_4,4,Isaiah_1_35,function_words,kjv_freq,Hosea,0.9600932441301969,1
Isaiah_4,4,Isaiah_1_35,function_words,kjv_tfidf,Hosea,0.9475437779398742,1
Isaiah_4,4,Isaiah_1_35,function_words,prepositions_freq,Amos,0.9275614173691398,1
Isaiah_4,4,Isaiah_1_35,function_words,prepositions_tfidf,Amos,0.8963781233343898,1
Isaiah_4,4,Isaiah_1_35,function_words,pronouns_freq,2 Kings,0.4241665202163484,1
Isaiah_4,4,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_56_66,0.38245927525569295,1
Isaiah_4,4,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.6233755183321659,1
Isaiah_4,4,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.7766263141411516,1
Isaiah_4,4,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.49554950519206986,1
Isaiah_4,4,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.3122657471440155,1
Isaiah_4,4,Isaiah_1_35,punctuation,punctuation_freq,Isaiah_36_39,0.9987932499582657,1
Isaiah_4,4,Isaiah_1_35,readability,readability,Ezekiel,0.9899060062631102,1
Isaiah_4,4,Isaiah_1_35,sentence,sentence_freq,Ezekiel,0.7017883807210312,1
Isaiah_4,4,Isaiah_1_35,sentence,sentence_tfidf,Ezekiel,0.7697200158420033,1
Isaiah_4,4,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.7210168653515274,1
Isaiah_4,4,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.255554561057413,1
Isaiah_4,4,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.15847996836557712,1
Isaiah_4,4,Isaiah_1_35,word,word1,Isaiah_1_35,0.6931505819570065,1
Isaiah_4,4,Isaiah_1_35,word,word2,Isaiah_1_35,0.25051534755099997,1
Isaiah_4,4,Isaiah_1_35,word,word3,Isaiah_1_35,0.15713971409757854,1
Isaiah_4,4,Isaiah_1_35,word_length,word_length,Amos,0.9999301471750993,1
Isaiah_5,5,Isaiah_1_35,char,char3,Isaiah_1_35,0.9152997878261954,1
Isaiah_5,5,Isaiah_1_35,char,char4,Isaiah_1_35,0.7913121681922027,1
Isaiah_5,5,Isaiah_1_35,char,char5,Isaiah_1_35,0.6319270662475913,1
Isaiah_5,5,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9799435222535392,1
Isaiah_5,5,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.964262553267391,1
Isaiah_5,5,Isaiah_1_35,function_words,basic_freq,Isaiah_56_66,0.9775514885799768,1
Isaiah_5,5,Isaiah_1_35,function_words,basic_tfidf,Isaiah_56_66,0.9742871172074654,1
Isaiah_5,5,Isaiah_1_35,function_words,conjunctions_freq,Ezekiel,0.9973340799816522,1
Isaiah_5,5,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_36_39,0.992744986538208,1
Isaiah_5,5,Isaiah_1_35,function_words,kjv_freq,Hosea,0.9710304414240934,1
Isaiah_5,5,Isaiah_1_35,function_words,kjv_tfidf,Hosea,0.9656584250353545,1
Isaiah_5,5,Isaiah_1_35,function_words,prepositions_freq,Jeremiah,0.9901037803925128,1
Isaiah_5,5,Isaiah_1_35,function_words,prepositions_tfidf,Jeremiah,0.9854009483277166,1
Isaiah_5,5,Isaiah_1_35,function_words,pronouns_freq,Hosea,0.8599886275563552,1
Isaiah_5,5,Isaiah_1_35,function_words,pronouns_tfidf,Hosea,0.8022313630303317,1
Isaiah_5,5,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.8335856822333324,1
Isaiah_5,5,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.8529900112491743,1
Isaiah_5,5,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.6292794149373072,1
Isaiah_5,5,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.42717379050955406,1
Isaiah_5,5,Isaiah_1_35,punctuation,punctuation_freq,Isaiah_36_39,0.9978432447182798,1
Isaiah_5,5,Isaiah_1_35,readability,readability,Ezekiel,0.9995249151149076,1
Isaiah_5,5,Isaiah_1_35,sentence,sentence_freq,Amos,0.963757837908362,1
Isaiah_5,5,Isaiah_1_35,sentence,sentence_tfidf,Amos,0.9525684405724166,1
Isaiah_5,5,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.8158539881659925,1
Isaiah_5,5,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.37832768801564093,1
Isaiah_5,5,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.26761702159732775,1
Isaiah_5,5,Isaiah_1_35,word,word1,Isaiah_1_35,0.8011098607198135,1
Isaiah_5,5,Isaiah_1_35,word,word2,Isaiah_1_35,0.37353752767787485,1
Isaiah_5,5,Isaiah_1_35,word,word3,Isaiah_1_35,0.26719771782626095,1
Isaiah_5,5,Isaiah_1_35,word_length,word_length,Jeremiah,0.999936952317557,1
Isaiah_6,6,Isaiah_1_35,char,char3,Isaiah_1_35,0.8297357723692871,1
Isaiah_6,6,Isaiah_1_35,char,char4,Isaiah_1_35,0.6328671002856132,1
Isaiah_6,6,Isaiah_1_35,char,char5,Isaiah_1_35,0.4349318420756356,1
Isaiah_6,6,Isaiah_1_35,function_words,auxiliaries_freq,Psalms,0.8740002790397152,1
Isaiah_6,6,Isaiah_1_35,function_words,auxiliaries_tfidf,Psalms,0.8252231670834145,1
Isaiah_6,6,Isaiah_1_35,function_words,basic_freq,2 Samuel,0.9571018187113315,1
Isaiah_6,6,Isaiah_1_35,function_words,basic_tfidf,2 Samuel,0.9480104174004029,1
Isaiah_6,6,Isaiah_1_35,function_words,conjunctions_freq,2 Samuel,0.997972151926463,1
Isaiah_6,6,Isaiah_1_35,function_words,conjunctions_tfidf,2 Samuel,0.9947913615753039,1
Isaiah_6,6,Isaiah_1_35,function_words,kjv_freq,1 Kings,0.958787026575949,1
Isaiah_6,6,Isaiah_1_35,function_words,kjv_tfidf,1 Kings,0.950496210230573,1
Isaiah_6,6,Isaiah_1_35,function_words,prepositions_freq,Job,0.895553497073364,1
Isaiah_6,6,Isaiah_1_35,function_words,prepositions_tfidf,Isaiah_1_35,0.8788866948304412,1
Isaiah_6,6,Isaiah_1_35,function_words,pronouns_freq,Amos,0.8422618322233866,1
Isaiah_6,6,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_1_35,0.7869165301119116,1
Isaiah_6,6,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.7100488829466565,1
Isaiah_6,6,Isaiah_1_35,pos,pos3,Ezekiel,0.7210365318301417,1
Isaiah_6,6,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.4299380073889711,1
Isaiah_6,6,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.2611910053003082,1
Isaiah_6,6,Isaiah_1_35,punctuation,punctuation_freq,Jeremiah,0.9991956282190237,1
Isaiah_6,6,Isaiah_1_35,readability,readability,1 Samuel,0.9996574735734123,1
Isaiah_6,6,Isaiah_1_35,sentence,sentence_freq,Isaiah_36_39,0.9324989847258753,1
Isaiah_6,6,Isaiah_1_35,sentence,sentence_tfidf,Isaiah_36_39,0.9319452764497232,1
Isaiah_6,6,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.6979689058498145,1
Isaiah_6,6,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.2241308713792647,1
Isaiah_6,6,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.15633035767015985,1
Isaiah_6,6,Isaiah_1_35,word,word1,Isaiah_1_35,0.6756203134043401,1
Isaiah_6,6,Isaiah_1_35,word,word2,Isaiah_1_35,0.21982989263211972,1
Isaiah_6,6,Isaiah_1_35,word,word3,Isaiah_1_35,0.1561647057373542,1
Isaiah_6,6,Isaiah_1_35,word_length,word_length,2 Kings,0.9994876893943133,1
Isaiah_7,7,Isaiah_1_35,char,char3,Isaiah_1_35,0.8935181557054489,1
Isaiah_7,7,Isaiah_1_35,char,char4,Isaiah_1_35,0.7497897451725183,1
Isaiah_7,7,Isaiah_1_35,char,char5,Isaiah_1_35,0.5985042710030807,1
Isaiah_7,7,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9826922710323,1
Isaiah_7,7,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.9753348786986158,1
Isaiah_7,7,Isaiah_1_35,function_words,basic_freq,Isaiah_1_35,0.9930884774898575,1
Isaiah_7,7,Isaiah_1_35,function_words,basic_tfidf,Isaiah_1_35,0.9910562496650722,1
Isaiah_7,7,Isaiah_1_35,function_words,conjunctions_freq,Isaiah_40_55,0.9978908099246099,1
Isaiah_7,7,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_1_35,0.9946202140813022,1
Isaiah_7,7,Isaiah_1_35,function_words,kjv_freq,Isaiah_1_35,0.9957430889427858,1
Isaiah_7,7,Isaiah_1_35,function_words,kjv_tfidf,Isaiah_1_35,0.9948423792385462,1
Isaiah_7,7,Isaiah_1_35,function_words,prepositions_freq,Isaiah_1_35,0.9944953398117762,1
Isaiah_7,7,Isaiah_1_35,function_words,prepositions_tfidf,Isaiah_1_35,0.9895478284109612,1
Isaiah_7,7,Isaiah_1_35,function_words,pronouns_freq,Isaiah_1_35,0.8246127697668073,1
Isaiah_7,7,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_1_35,0.7821479047339276,1
Isaiah_7,7,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.8119550678917824,1
Isaiah_7,7,Isaiah_1_35,pos,pos3,Jeremiah,0.813608163697778,1
Isaiah_7,7,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.5695056682307673,1
Isaiah_7,7,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.39836941594578434,1
Isaiah_7,7,Isaiah_1_35,punctuation,punctuation_freq,2 Kings,0.9984997948689933,1
Isaiah_7,7,Isaiah_1_35,readability,readability,1 Kings,0.9999157845457488,1
Isaiah_7,7,Isaiah_1_35,sentence,sentence_freq,Isaiah_1_35,0.9849657297261118,1
Isaiah_7,7,Isaiah_1_35,sentence,sentence_tfidf,Isaiah_1_35,0.980347172152259,1
Isaiah_7,7,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.8155151659616646,1
Isaiah_7,7,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.35289074699432454,1
Isaiah_7,7,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.2505916717311414,1
Isaiah_7,7,Isaiah_1_35,word,word1,Isaiah_1_35,0.8062131963292766,1
Isaiah_7,7,Isaiah_1_35,word,word2,Isaiah_1_35,0.3503123194884444,1
Isaiah_7,7,Isaiah_1_35,word,word3,Isaiah_1_35,0.24929080868808384,1
Isaiah_7,7,Isaiah_1_35,word_length,word_length,2 Kings,0.9998577255967067,1
Isaiah_8,8,Isaiah_1_35,char,char3,Isaiah_1_35,0.8766826231449226,1
Isaiah_8,8,Isaiah_1_35,char,char4,Isaiah_1_35,0.7215856732717902,1
Isaiah_8,8,Isaiah_1_35,char,char5,Isaiah_1_35,0.5554003469679496,1
Isaiah_8,8,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9752022861887634,1
Isaiah_8,8,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.9646424190655261,1
Isaiah_8,8,Isaiah_1_35,function_words,basic_freq,1 Samuel,0.9703437272964487,1
Isaiah_8,8,Isaiah_1_35,function_words,basic_tfidf,1 Samuel,0.9606031560242472,1
Isaiah_8,8,Isaiah_1_35,function_words,conjunctions_freq,Isaiah_1_35,0.9986231780144998,1
Isaiah_8,8,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_1_35,0.996509703078556,1
Isaiah_8,8,Isaiah_1_35,function_words,kjv_freq,Hosea,0.9562708090638592,1
Isaiah_8,8,Isaiah_1_35,function_words,kjv_tfidf,Hosea,0.950113698589606,1
Isaiah_8,8,Isaiah_1_35,function_words,prepositions_freq,Isaiah_56_66,0.9622910135695739,1
Isaiah_8,8,Isaiah_1_35,function_words,prepositions_tfidf,Isaiah_56_66,0.9386579781964756,1
Isaiah_8,8,Isaiah_1_35,function_words,pronouns_freq,Isaiah_1_35,0.8890723401807294,1
Isaiah_8,8,Isaiah_1_35,function_words,pronouns_tfidf,Isaiah_1_35,0.8628921030616945,1
Isaiah_8,8,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.7696450345102854,1
Isaiah_8,8,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.7944009055050826,1
Isaiah_8,8,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.5232733199048261,1
Isaiah_8,8,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.3467726008199581,1
Isaiah_8,8,Isaiah_1_35,punctuation,punctuation_freq,Ezekiel,0.9994919003207008,1
Isaiah_8,8,Isaiah_1_35,readability,readability,Amos,0.9999736589533903,1
Isaiah_8,8,Isaiah_1_35,sentence,sentence_freq,Isaiah_40_55,0.9802287411783709,1
Isaiah_8,8,Isaiah_1_35,sentence,sentence_tfidf,Hosea,0.974943422403707,1
Isaiah_8,8,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.7707410444895059,1
Isaiah_8,8,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.3084109526451991,1
Isaiah_8,8,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.2195601361494644,1
Isaiah_8,8,Isaiah_1_35,word,word1,Isaiah_1_35,0.7576590200144121,1
Isaiah_8,8,Isaiah_1_35,word,word2,Isaiah_1_35,0.3038856495562967,1
Isaiah_8,8,Isaiah_1_35,word,word3,Isaiah_1_35,0.21822737263830924,1
Isaiah_8,8,Isaiah_1_35,word_length,word_length,Job,0.999984136346085,1
Isaiah_9,9,Isaiah_1_35,char,char3,Isaiah_1_35,0.9177736605091341,1
Isaiah_9,9,Isaiah_1_35,char,char4,Isaiah_1_35,0.7845055504351195,1
Isaiah_9,9,Isaiah_1_35,char,char5,Isaiah_1_35,0.6040604566819184,1
Isaiah_9,9,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9646194245091129,1
Isaiah_9,9,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.9630914959714852,1
Isaiah_9,9,Isaiah_1_35,function_words,basic_freq,Isaiah_1_35,0.9903578890913228,1
Isaiah_9,9,Isaiah_1_35,function_words,basic_tfidf,Isaiah_1_35,0.9879324072033538,1
Isaiah_9,9,Isaiah_1_35,function_words,conjunctions_freq,Isaiah_56_66,0.9949090518751045,1
Isaiah_9,9,Isaiah_1_35,function_words,conjunctions_tfidf,Isaiah_56_66,0.9869862445067046,1
Isaiah_9,9,Isaiah_1_35,function_words,kjv_freq,Isaiah_1_35,0.9921342296721636,1
Isaiah_9,9,Isaiah_1_35,function_words,kjv_tfidf,Isaiah_1_35,0.9886090930141784,1
Isaiah_9,9,Isaiah_1_35,function_words,prepositions_freq,Isaiah_1_35,0.9810363466864671,1
Isaiah_9,9,Isaiah_1_35,function_words,prepositions_tfidf,Isaiah_1_35,0.973449360166408,1
Isaiah_9,9,Isaiah_1_35,function_words,pronouns_freq,2 Kings,0.7747971095520514,1
Isaiah_9,9,Isaiah_1_35,function_words,pronouns_tfidf,2 Kings,0.7616312102561554,1
Isaiah_9,9,Isaiah_1_35,lexical,lexical_richness,Isaiah_36_39,0.763100752894336,1
Isaiah_9,9,Isaiah_1_35,pos,pos3,Isaiah_1_35,0.8074965198317303,1
Isaiah_9,9,Isaiah_1_35,pos,pos4,Isaiah_1_35,0.5566553263483809,1
Isaiah_9,9,Isaiah_1_35,pos,pos5,Isaiah_1_35,0.38257540591505396,1
Isaiah_9,9,Isaiah_1_35,punctuation,punctuation_freq,Job,0.9989731484015425,1
Isaiah_9,9,Isaiah_1_35,readability,readability,Isaiah_56_66,0.9999051391295992,1
Isaiah_9,9,Isaiah_1_35,sentence,sentence_freq,2 Samuel,0.9586593502393743,1
Isaiah_9,9,Isaiah_1_35,sentence,sentence_tfidf,2 Samuel,0.9437200518153491,1
Isaiah_9,9,Isaiah_1_35,stem,stem1,Isaiah_1_35,0.8405034960327395,1
Isaiah_9,9,Isaiah_1_35,stem,stem2,Isaiah_1_35,0.3220693132646796,1
Isaiah_9,9,Isaiah_1_35,stem,stem3,Isaiah_1_35,0.22701403323927266,1
Isaiah_9,9,Isaiah_1_35,word,word1,Isaiah_1_35,0.8238644234243365,1
Isaiah_9,9,Isaiah_1_35,word,word2,Isaiah_1_35,0.31594931850119623,1
Isaiah_9,9,Isaiah_1_35,word,word3,Isaiah_1_35,0.22697195118186408,1
Isaiah_9,9,Isaiah_1_35,word_length,word_length,Isaiah_56_66,0.9998449645803176,1
Isaiah_10,10,Isaiah_1_35,char,char3,Isaiah_1_35,0.9347557791892744,1
Isaiah_10,10,Isaiah_1_35,char,char4,Isaiah_1_35,0.8234576042079695,1
Isaiah_10,10,Isaiah_1_35,char,char5,Isaiah_1_35,0.6783425758186625,1
Isaiah_10,10,Isaiah_1_35,function_words,auxiliaries_freq,Isaiah_1_35,0.9860690579797061,1
Isaiah_10,10,Isaiah_1_35,function_words,auxiliaries_tfidf,Isaiah_1_35,0.9796379343828191,1
Isaiah_10,10,Isaiah_1_35,function_words,basic_freq,Isaiah_1_35,0.9906883959234116,1
Isaiah_10,10,Isaiah_1_35,function_words,basic_tfidf,Isaiah_1_35,0.9857305987889727,1
Isaiah_10,10,Isaiah_1_35,function_words,conjunctions_freq,Job,0.9977563911894589,1
Isaiah_10,10,Isaiah_1_35,function_words,conjunctions_tfidf,Job,0.9932751368083199,1
Isaiah_10,10,Isaiah_1_35,function_words,kjv_freq,Isaiah_1_35,0.994891864956577,1
Isaiah_10,10,Isaiah_1_35,function_words,kjv_tfidf,Isaiah_1_35,0.9934854717832321,1
