Source,Target,Weight,Type
Jeremiah_20,Ezekiel_12,1,undirected
Jeremiah_20,Ezekiel_27,3,undirected
Jeremiah_20,Ezekiel_3,8,undirected
Jeremiah_20,Hosea_11,1,undirected
Jeremiah_20,Isaiah_3,11,undirected
Jeremiah_20,Isaiah_33,3,undirected
Jeremiah_20,Isaiah_37,2,undirected
Jeremiah_20,Isaiah_38,1,undirected
Jeremiah_20,Isaiah_39,2,undirected
Jeremiah_20,Isaiah_51,4,undirected
Jeremiah_20,Jeremiah_15,33,undirected
Jeremiah_20,Jeremiah_17,1,undirected
Jeremiah_20,Jeremiah_22,22,undirected
Jeremiah_20,Jeremiah_30,3,undirected
Jeremiah_20,Jeremiah_31,11,undirected
Jeremiah_20,Jeremiah_32,2,undirected
Jeremiah_20,Jeremiah_34,11,undirected
Jeremiah_20,Jeremiah_37,4,undirected
Jeremiah_20,Jeremiah_43,3,undirected
Jeremiah_20,Job_29,3,undirected
Jeremiah_20,Job_3,8,undirected
Jeremiah_20,Psalms_118,1,undirected
Jeremiah_20,Psalms_69,1,undirected
Jeremiah_21,Amos_2,3,undirected
Jeremiah_21,Ezekiel_13,2,undirected
Jeremiah_21,Ezekiel_25,2,undirected
Jeremiah_21,Jeremiah_22,2,undirected
Jeremiah_21,Jeremiah_27,1,undirected
Jeremiah_21,Jeremiah_29,5,undirected
Jeremiah_21,Jeremiah_32,28,undirected
Jeremiah_21,Jeremiah_38,6,undirected
Jeremiah_21,Jeremiah_42,20,undirected
Jeremiah_22,Ezekiel_12,2,undirected
Jeremiah_22,Ezekiel_27,1,undirected
Jeremiah_22,Ezekiel_3,7,undirected
Jeremiah_22,Jeremiah_13,8,undirected
Jeremiah_22,Jeremiah_17,2,undirected
Jeremiah_22,Jeremiah_20,22,undirected
Jeremiah_22,Jeremiah_21,2,undirected
Jeremiah_22,Jeremiah_31,23,undirected
Jeremiah_22,Jeremiah_34,1,undirected
Jeremiah_22,Jeremiah_46,1,undirected
Jeremiah_22,Jeremiah_5,2,undirected
Jeremiah_23,Amos_3,3,undirected
Jeremiah_23,Ezekiel_11,2,undirected
Jeremiah_23,Ezekiel_13,43,undirected
Jeremiah_23,Ezekiel_34,5,undirected
Jeremiah_23,Ezekiel_36,3,undirected
Jeremiah_23,Jeremiah_14,2,undirected
Jeremiah_23,Jeremiah_16,3,undirected
Jeremiah_23,Jeremiah_25,1,undirected
Jeremiah_23,Jeremiah_29,11,undirected
Jeremiah_23,Jeremiah_30,4,undirected
Jeremiah_23,Jeremiah_31,21,undirected
Jeremiah_23,Jeremiah_45,3,undirected
Jeremiah_23,Jeremiah_48,1,undirected
Jeremiah_23,Jeremiah_49,5,undirected
Jeremiah_23,Jeremiah_7,1,undirected
Jeremiah_23,Jeremiah_8,2,undirected
Jeremiah_23,Jeremiah_9,8,undirected
Jeremiah_24,Amos_9,4,undirected
Jeremiah_24,Ezekiel_34,1,undirected
Jeremiah_24,Ezekiel_37,1,undirected
Jeremiah_24,Jeremiah_11,1,undirected
Jeremiah_24,Jeremiah_29,29,undirected
Jeremiah_24,Jeremiah_32,18,undirected
Jeremiah_24,Jeremiah_33,3,undirected
Jeremiah_24,Jeremiah_40,2,undirected
Jeremiah_24,Jeremiah_42,6,undirected
Jeremiah_24,Jeremiah_9,1,undirected
Jeremiah_25,2 Kings_22,2,undirected
Jeremiah_25,Isaiah_24,2,undirected
Jeremiah_25,Isaiah_3,1,undirected
Jeremiah_25,Isaiah_37,1,undirected
Jeremiah_25,Isaiah_56,1,undirected
Jeremiah_25,Isaiah_8,1,undirected
Jeremiah_25,Jeremiah_1,21,undirected
Jeremiah_25,Jeremiah_11,9,undirected
Jeremiah_25,Jeremiah_12,1,undirected
Jeremiah_25,Jeremiah_13,8,undirected
Jeremiah_25,Jeremiah_19,14,undirected
Jeremiah_25,Jeremiah_23,1,undirected
Jeremiah_25,Jeremiah_26,9,undirected
Jeremiah_25,Jeremiah_27,22,undirected
Jeremiah_25,Jeremiah_29,16,undirected
Jeremiah_25,Jeremiah_30,5,undirected
Jeremiah_25,Jeremiah_31,1,undirected
Jeremiah_25,Jeremiah_32,26,undirected
Jeremiah_25,Jeremiah_33,3,undirected
Jeremiah_25,Jeremiah_34,5,undirected
Jeremiah_25,Jeremiah_35,23,undirected
Jeremiah_25,Jeremiah_36,2,undirected
Jeremiah_25,Jeremiah_4,2,undirected
Jeremiah_25,Jeremiah_42,5,undirected
Jeremiah_25,Jeremiah_43,2,undirected
Jeremiah_25,Jeremiah_44,9,undirected
Jeremiah_25,Jeremiah_49,3,undirected
Jeremiah_25,Jeremiah_50,2,undirected
Jeremiah_25,Jeremiah_51,18,undirected
Jeremiah_25,Jeremiah_7,2,undirected
Jeremiah_25,Jeremiah_8,1,undirected
Jeremiah_25,Jeremiah_9,1,undirected
Jeremiah_26,1 Kings_12,6,undirected
Jeremiah_26,1 Samuel_8,1,undirected
Jeremiah_26,2 Kings_18,1,undirected
Jeremiah_26,2 Kings_22,11,undirected
Jeremiah_26,Isaiah_36,4,undirected
Jeremiah_26,Jeremiah_25,9,undirected
Jeremiah_26,Jeremiah_27,17,undirected
Jeremiah_26,Jeremiah_28,17,undirected
Jeremiah_26,Jeremiah_29,4,undirected
Jeremiah_26,Jeremiah_32,1,undirected
Jeremiah_26,Jeremiah_36,48,undirected
Jeremiah_26,Jeremiah_37,2,undirected
Jeremiah_26,Jeremiah_38,11,undirected
Jeremiah_26,Jeremiah_43,2,undirected
Jeremiah_27,2 Kings_18,1,undirected
Jeremiah_27,Isaiah_37,1,undirected
Jeremiah_27,Jeremiah_21,1,undirected
Jeremiah_27,Jeremiah_25,22,undirected
Jeremiah_27,Jeremiah_26,17,undirected
Jeremiah_27,Jeremiah_28,11,undirected
Jeremiah_27,Jeremiah_29,38,undirected
Jeremiah_27,Jeremiah_33,1,undirected
Jeremiah_27,Jeremiah_35,6,undirected
Jeremiah_27,Jeremiah_7,2,undirected
Jeremiah_28,2 Kings_22,4,undirected
Jeremiah_28,Jeremiah_26,17,undirected
Jeremiah_28,Jeremiah_27,11,undirected
Jeremiah_28,Jeremiah_29,1,undirected
Jeremiah_28,Jeremiah_36,18,undirected
Jeremiah_28,Jeremiah_39,13,undirected
Jeremiah_28,Jeremiah_45,3,undirected
Jeremiah_29,Ezekiel_36,1,undirected
Jeremiah_29,Jeremiah_21,5,undirected
Jeremiah_29,Jeremiah_23,11,undirected
Jeremiah_29,Jeremiah_24,29,undirected
Jeremiah_29,Jeremiah_25,16,undirected
Jeremiah_29,Jeremiah_26,4,undirected
Jeremiah_29,Jeremiah_27,38,undirected
Jeremiah_29,Jeremiah_28,1,undirected
Jeremiah_29,Jeremiah_32,4,undirected
Jeremiah_29,Jeremiah_33,1,undirected
Jeremiah_29,Jeremiah_35,8,undirected
Jeremiah_29,Jeremiah_42,19,undirected
Jeremiah_29,Jeremiah_44,1,undirected
Jeremiah_29,Jeremiah_45,1,undirected
Jeremiah_3,Amos_4,1,undirected
Jeremiah_3,Ezekiel_16,3,undirected
Jeremiah_3,Ezekiel_18,4,undirected
Jeremiah_3,Ezekiel_23,2,undirected
Jeremiah_3,Ezekiel_36,2,undirected
Jeremiah_3,Hosea_14,3,undirected
Jeremiah_3,Hosea_2,2,undirected
Jeremiah_3,Hosea_9,1,undirected
Jeremiah_3,Isaiah_47,4,undirected
Jeremiah_3,Isaiah_49,2,undirected
Jeremiah_3,Jeremiah_12,2,undirected
Jeremiah_3,Jeremiah_13,5,undirected
Jeremiah_3,Jeremiah_16,5,undirected
Jeremiah_3,Jeremiah_17,1,undirected
Jeremiah_3,Jeremiah_2,11,undirected
Jeremiah_3,Jeremiah_30,11,undirected
Jeremiah_3,Jeremiah_31,38,undirected
Jeremiah_3,Jeremiah_4,5,undirected
Jeremiah_30,2 Samuel_7,19,undirected
Jeremiah_30,Amos_8,2,undirected
Jeremiah_30,Ezekiel_13,2,undirected
Jeremiah_30,Ezekiel_21,12,undirected
Jeremiah_30,Ezekiel_5,2,undirected
Jeremiah_30,Ezekiel_7,41,undirected
Jeremiah_30,Hosea_9,1,undirected
Jeremiah_30,Isaiah_1,7,undirected
Jeremiah_30,Isaiah_29,6,undirected
Jeremiah_30,Isaiah_33,2,undirected
Jeremiah_30,Isaiah_45,2,undirected
Jeremiah_30,Isaiah_46,5,undirected
Jeremiah_30,Isaiah_47,8,undirected
Jeremiah_30,Isaiah_49,3,undirected
Jeremiah_30,Isaiah_60,1,undirected
Jeremiah_30,Isaiah_63,8,undirected
Jeremiah_30,Jeremiah_14,2,undirected
Jeremiah_30,Jeremiah_15,16,undirected
Jeremiah_30,Jeremiah_16,5,undirected
Jeremiah_30,Jeremiah_20,3,undirected
Jeremiah_30,Jeremiah_23,4,undirected
Jeremiah_30,Jeremiah_25,5,undirected
Jeremiah_30,Jeremiah_3,11,undirected
Jeremiah_30,Jeremiah_31,48,undirected
Jeremiah_30,Jeremiah_33,9,undirected
Jeremiah_30,Jeremiah_45,2,undirected
Jeremiah_30,Jeremiah_48,1,undirected
Jeremiah_30,Jeremiah_49,8,undirected
Jeremiah_30,Jeremiah_5,7,undirected
Jeremiah_30,Jeremiah_9,17,undirected
Jeremiah_31,1 Kings_8,8,undirected
Jeremiah_31,1 Samuel_2,2,undirected
Jeremiah_31,2 Kings_19,1,undirected
Jeremiah_31,2 Samuel_7,10,undirected
Jeremiah_31,Amos_1,6,undirected
Jeremiah_31,Amos_2,2,undirected
Jeremiah_31,Amos_4,3,undirected
Jeremiah_31,Amos_5,1,undirected
Jeremiah_31,Amos_8,22,undirected
Jeremiah_31,Amos_9,7,undirected
Jeremiah_31,Ezekiel_12,5,undirected
Jeremiah_31,Ezekiel_16,18,undirected
Jeremiah_31,Ezekiel_17,8,undirected
Jeremiah_31,Ezekiel_21,1,undirected
Jeremiah_31,Ezekiel_23,9,undirected
Jeremiah_31,Ezekiel_25,2,undirected
Jeremiah_31,Ezekiel_34,7,undirected
Jeremiah_31,Ezekiel_36,11,undirected
Jeremiah_31,Ezekiel_37,5,undirected
Jeremiah_31,Ezekiel_38,2,undirected
Jeremiah_31,Ezekiel_39,5,undirected
Jeremiah_31,Ezekiel_43,6,undirected
Jeremiah_31,Ezekiel_44,11,undirected
Jeremiah_31,Hosea_11,4,undirected
Jeremiah_31,Hosea_2,16,undirected
Jeremiah_31,Hosea_6,3,undirected
Jeremiah_31,Hosea_9,15,undirected
Jeremiah_31,Isaiah_1,3,undirected
Jeremiah_31,Isaiah_11,2,undirected
Jeremiah_31,Isaiah_14,18,undirected
Jeremiah_31,Isaiah_17,2,undirected
Jeremiah_31,Isaiah_22,2,undirected
Jeremiah_31,Isaiah_23,3,undirected
Jeremiah_31,Isaiah_27,1,undirected
Jeremiah_31,Isaiah_28,1,undirected
Jeremiah_31,Isaiah_3,3,undirected
Jeremiah_31,Isaiah_30,9,undirected
Jeremiah_31,Isaiah_37,1,undirected
Jeremiah_31,Isaiah_38,9,undirected
Jeremiah_31,Isaiah_49,29,undirected
Jeremiah_31,Isaiah_51,2,undirected
Jeremiah_31,Isaiah_52,1,undirected
Jeremiah_31,Isaiah_54,21,undirected
Jeremiah_31,Isaiah_56,8,undirected
Jeremiah_31,Isaiah_60,1,undirected
Jeremiah_31,Isaiah_63,1,undirected
Jeremiah_31,Isaiah_65,11,undirected
Jeremiah_31,Isaiah_66,15,undirected
Jeremiah_31,Isaiah_7,3,undirected
Jeremiah_31,Isaiah_9,11,undirected
Jeremiah_31,Jeremiah_13,5,undirected
Jeremiah_31,Jeremiah_15,6,undirected
Jeremiah_31,Jeremiah_16,2,undirected
Jeremiah_31,Jeremiah_17,5,undirected
Jeremiah_31,Jeremiah_18,6,undirected
Jeremiah_31,Jeremiah_19,1,undirected
Jeremiah_31,Jeremiah_2,20,undirected
Jeremiah_31,Jeremiah_20,11,undirected
Jeremiah_31,Jeremiah_22,23,undirected
Jeremiah_31,Jeremiah_23,21,undirected
Jeremiah_31,Jeremiah_25,1,undirected
Jeremiah_31,Jeremiah_3,38,undirected
Jeremiah_31,Jeremiah_30,48,undirected
Jeremiah_31,Jeremiah_33,28,undirected
Jeremiah_31,Jeremiah_4,3,undirected
Jeremiah_31,Jeremiah_48,7,undirected
Jeremiah_31,Jeremiah_49,44,undirected
Jeremiah_31,Jeremiah_50,14,undirected
Jeremiah_31,Jeremiah_51,5,undirected
Jeremiah_31,Jeremiah_6,5,undirected
Jeremiah_31,Jeremiah_9,18,undirected
Jeremiah_31,Job_14,1,undirected
Jeremiah_31,Psalms_104,2,undirected
Jeremiah_31,Psalms_107,5,undirected
Jeremiah_31,Psalms_78,8,undirected
Jeremiah_31,Psalms_89,17,undirected
Jeremiah_32,1 Kings_8,2,undirected
Jeremiah_32,2 Kings_17,7,undirected
Jeremiah_32,2 Kings_19,11,undirected
Jeremiah_32,2 Kings_22,7,undirected
Jeremiah_32,Ezekiel_21,4,undirected
Jeremiah_32,Ezekiel_23,1,undirected
Jeremiah_32,Isaiah_37,11,undirected
Jeremiah_32,Jeremiah_11,38,undirected
Jeremiah_32,Jeremiah_13,33,undirected
Jeremiah_32,Jeremiah_16,3,undirected
Jeremiah_32,Jeremiah_17,11,undirected
Jeremiah_32,Jeremiah_18,1,undirected
Jeremiah_32,Jeremiah_19,10,undirected
Jeremiah_32,Jeremiah_20,2,undirected
Jeremiah_32,Jeremiah_21,28,undirected
Jeremiah_32,Jeremiah_24,18,undirected
Jeremiah_32,Jeremiah_25,26,undirected
Jeremiah_32,Jeremiah_26,1,undirected
Jeremiah_32,Jeremiah_29,4,undirected
Jeremiah_32,Jeremiah_33,27,undirected
Jeremiah_32,Jeremiah_34,25,undirected
Jeremiah_32,Jeremiah_35,4,undirected
Jeremiah_32,Jeremiah_37,2,undirected
Jeremiah_32,Jeremiah_38,6,undirected
Jeremiah_32,Jeremiah_40,1,undirected
Jeremiah_32,Jeremiah_44,6,undirected
Jeremiah_32,Jeremiah_7,30,undirected
Jeremiah_33,Isaiah_56,2,undirected
Jeremiah_33,Jeremiah_1,3,undirected
Jeremiah_33,Jeremiah_11,1,undirected
Jeremiah_33,Jeremiah_19,7,undirected
Jeremiah_33,Jeremiah_24,3,undirected
Jeremiah_33,Jeremiah_25,3,undirected
Jeremiah_33,Jeremiah_27,1,undirected
Jeremiah_33,Jeremiah_29,1,undirected
Jeremiah_33,Jeremiah_30,9,undirected
Jeremiah_33,Jeremiah_31,28,undirected
Jeremiah_33,Jeremiah_32,27,undirected
Jeremiah_33,Jeremiah_45,3,undirected
Jeremiah_33,Jeremiah_49,1,undirected
Jeremiah_34,2 Kings_19,2,undirected
Jeremiah_34,Jeremiah_11,11,undirected
Jeremiah_34,Jeremiah_20,11,undirected
Jeremiah_34,Jeremiah_22,1,undirected
Jeremiah_34,Jeremiah_25,5,undirected
Jeremiah_34,Jeremiah_32,25,undirected
Jeremiah_34,Jeremiah_36,1,undirected
Jeremiah_34,Jeremiah_37,15,undirected
Jeremiah_35,2 Kings_22,7,undirected
Jeremiah_35,Jeremiah_11,2,undirected
Jeremiah_35,Jeremiah_25,23,undirected
Jeremiah_35,Jeremiah_27,6,undirected
Jeremiah_35,Jeremiah_29,8,undirected
Jeremiah_35,Jeremiah_32,4,undirected
Jeremiah_35,Jeremiah_36,8,undirected
Jeremiah_35,Jeremiah_42,1,undirected
Jeremiah_35,Jeremiah_44,1,undirected
Jeremiah_36,1 Kings_12,3,undirected
Jeremiah_36,1 Kings_22,4,undirected
Jeremiah_36,2 Kings_16,1,undirected
Jeremiah_36,2 Kings_18,4,undirected
Jeremiah_36,2 Kings_22,30,undirected
Jeremiah_36,Isaiah_37,2,undirected
Jeremiah_36,Jeremiah_1,13,undirected
Jeremiah_36,Jeremiah_25,2,undirected
Jeremiah_36,Jeremiah_26,48,undirected
Jeremiah_36,Jeremiah_28,18,undirected
Jeremiah_36,Jeremiah_34,1,undirected
Jeremiah_36,Jeremiah_35,8,undirected
Jeremiah_36,Jeremiah_37,5,undirected
Jeremiah_36,Jeremiah_38,18,undirected
Jeremiah_36,Jeremiah_39,11,undirected
Jeremiah_36,Jeremiah_40,2,undirected
Jeremiah_36,Jeremiah_43,14,undirected
Jeremiah_36,Jeremiah_45,18,undirected
Jeremiah_37,2 Kings_18,8,undirected
Jeremiah_37,Isaiah_36,11,undirected
Jeremiah_37,Jeremiah_20,4,undirected
Jeremiah_37,Jeremiah_26,2,undirected
Jeremiah_37,Jeremiah_32,2,undirected
Jeremiah_37,Jeremiah_34,15,undirected
Jeremiah_37,Jeremiah_36,5,undirected
Jeremiah_37,Jeremiah_38,52,undirected
Jeremiah_38,1 Kings_22,5,undirected
Jeremiah_38,1 Samuel_17,1,undirected
Jeremiah_38,2 Kings_20,2,undirected
Jeremiah_38,Jeremiah_21,6,undirected
Jeremiah_38,Jeremiah_26,11,undirected
Jeremiah_38,Jeremiah_32,6,undirected
Jeremiah_38,Jeremiah_36,18,undirected
Jeremiah_38,Jeremiah_37,52,undirected
Jeremiah_38,Jeremiah_39,8,undirected
Jeremiah_38,Jeremiah_42,5,undirected
Jeremiah_38,Jeremiah_43,6,undirected
Jeremiah_39,2 Kings_25,37,undirected
Jeremiah_39,Jeremiah_28,13,undirected
Jeremiah_39,Jeremiah_36,11,undirected
Jeremiah_39,Jeremiah_38,8,undirected
Jeremiah_39,Jeremiah_40,13,undirected
Jeremiah_39,Jeremiah_43,2,undirected
Jeremiah_39,Jeremiah_52,42,undirected
Jeremiah_4,Hosea_10,1,undirected
Jeremiah_4,Hosea_4,3,undirected
Jeremiah_4,Isaiah_1,1,undirected
Jeremiah_4,Isaiah_14,13,undirected
Jeremiah_4,Isaiah_49,2,undirected
Jeremiah_4,Jeremiah_10,13,undirected
Jeremiah_4,Jeremiah_12,3,undirected
Jeremiah_4,Jeremiah_13,2,undirected
Jeremiah_4,Jeremiah_14,4,undirected
Jeremiah_4,Jeremiah_17,13,undirected
Jeremiah_4,Jeremiah_18,1,undirected
Jeremiah_4,Jeremiah_2,6,undirected
Jeremiah_4,Jeremiah_25,2,undirected
Jeremiah_4,Jeremiah_3,5,undirected
Jeremiah_4,Jeremiah_31,3,undirected
Jeremiah_4,Jeremiah_48,11,undirected
Jeremiah_4,Jeremiah_5,10,undirected
Jeremiah_4,Jeremiah_50,2,undirected
Jeremiah_4,Jeremiah_6,24,undirected
Jeremiah_4,Jeremiah_8,9,undirected
Jeremiah_40,1 Kings_12,2,undirected
Jeremiah_40,1 Samuel_30,2,undirected
Jeremiah_40,1 Samuel_8,1,undirected
Jeremiah_40,2 Kings_10,2,undirected
Jeremiah_40,2 Kings_18,5,undirected
Jeremiah_40,2 Kings_25,1,undirected
Jeremiah_40,2 Samuel_3,2,undirected
Jeremiah_40,Isaiah_39,2,undirected
Jeremiah_40,Jeremiah_24,2,undirected
Jeremiah_40,Jeremiah_32,1,undirected
Jeremiah_40,Jeremiah_36,2,undirected
Jeremiah_40,Jeremiah_39,13,undirected
Jeremiah_40,Jeremiah_41,52,undirected
Jeremiah_40,Jeremiah_43,36,undirected
Jeremiah_41,2 Kings_11,2,undirected
Jeremiah_41,2 Kings_25,15,undirected
Jeremiah_41,2 Samuel_17,1,undirected
Jeremiah_41,2 Samuel_8,4,undirected
Jeremiah_41,Ezekiel_27,8,undirected
Jeremiah_41,Jeremiah_40,52,undirected
Jeremiah_41,Jeremiah_43,5,undirected
Jeremiah_42,1 Samuel_12,47,undirected
Jeremiah_42,Amos_8,1,undirected
Jeremiah_42,Ezekiel_13,2,undirected
Jeremiah_42,Ezekiel_14,1,undirected
Jeremiah_42,Isaiah_37,2,undirected
Jeremiah_42,Jeremiah_11,2,undirected
Jeremiah_42,Jeremiah_13,1,undirected
Jeremiah_42,Jeremiah_21,20,undirected
Jeremiah_42,Jeremiah_24,6,undirected
Jeremiah_42,Jeremiah_25,5,undirected
Jeremiah_42,Jeremiah_29,19,undirected
Jeremiah_42,Jeremiah_35,1,undirected
Jeremiah_42,Jeremiah_38,5,undirected
Jeremiah_42,Jeremiah_43,2,undirected
Jeremiah_42,Jeremiah_44,10,undirected
Jeremiah_42,Jeremiah_7,4,undirected
Jeremiah_43,2 Kings_10,1,undirected
Jeremiah_43,2 Kings_18,4,undirected
Jeremiah_43,2 Kings_24,2,undirected
Jeremiah_43,Isaiah_20,1,undirected
Jeremiah_43,Jeremiah_1,1,undirected
Jeremiah_43,Jeremiah_20,3,undirected
Jeremiah_43,Jeremiah_25,2,undirected
Jeremiah_43,Jeremiah_26,2,undirected
Jeremiah_43,Jeremiah_36,14,undirected
Jeremiah_43,Jeremiah_38,6,undirected
Jeremiah_43,Jeremiah_39,2,undirected
Jeremiah_43,Jeremiah_40,36,undirected
Jeremiah_43,Jeremiah_41,5,undirected
Jeremiah_43,Jeremiah_42,2,undirected
Jeremiah_44,Jeremiah_11,15,undirected
Jeremiah_44,Jeremiah_25,9,undirected
Jeremiah_44,Jeremiah_29,1,undirected
Jeremiah_44,Jeremiah_32,6,undirected
Jeremiah_44,Jeremiah_35,1,undirected
Jeremiah_44,Jeremiah_42,10,undirected
Jeremiah_44,Jeremiah_7,24,undirected
Jeremiah_45,2 Kings_22,1,undirected
Jeremiah_45,Ezekiel_2,6,undirected
Jeremiah_45,Isaiah_38,3,undirected
Jeremiah_45,Jeremiah_1,3,undirected
Jeremiah_45,Jeremiah_23,3,undirected
Jeremiah_45,Jeremiah_28,3,undirected
Jeremiah_45,Jeremiah_29,1,undirected
Jeremiah_45,Jeremiah_30,2,undirected
Jeremiah_45,Jeremiah_33,3,undirected
Jeremiah_45,Jeremiah_36,18,undirected
Jeremiah_45,Psalms_117,3,undirected
Jeremiah_45,Psalms_149,11,undirected
Jeremiah_45,Psalms_150,1,undirected
Jeremiah_45,Psalms_81,2,undirected
Jeremiah_46,Amos_1,2,undirected
Jeremiah_46,Amos_8,1,undirected
Jeremiah_46,Ezekiel_27,2,undirected
Jeremiah_46,Ezekiel_30,1,undirected
Jeremiah_46,Isaiah_19,5,undirected
Jeremiah_46,Isaiah_20,1,undirected
Jeremiah_46,Isaiah_3,3,undirected
Jeremiah_46,Jeremiah_22,1,undirected
Jeremiah_46,Jeremiah_47,1,undirected
Jeremiah_46,Jeremiah_49,4,undirected
Jeremiah_46,Jeremiah_50,20,undirected
Jeremiah_46,Jeremiah_51,30,undirected
Jeremiah_47,Ezekiel_25,3,undirected
Jeremiah_47,Ezekiel_27,8,undirected
Jeremiah_47,Ezekiel_29,1,undirected
Jeremiah_47,Ezekiel_38,3,undirected
Jeremiah_47,Isaiah_17,6,undirected
Jeremiah_47,Isaiah_18,3,undirected
Jeremiah_47,Isaiah_19,4,undirected
Jeremiah_47,Isaiah_23,4,undirected
Jeremiah_47,Isaiah_3,4,undirected
Jeremiah_47,Isaiah_33,1,undirected
Jeremiah_47,Isaiah_34,1,undirected
Jeremiah_47,Jeremiah_1,1,undirected
Jeremiah_47,Jeremiah_46,1,undirected
Jeremiah_47,Jeremiah_48,2,undirected
Jeremiah_47,Jeremiah_50,9,undirected
Jeremiah_47,Psalms_117,6,undirected
Jeremiah_47,Psalms_150,2,undirected
Jeremiah_47,Psalms_87,2,undirected
Jeremiah_48,Amos_2,1,undirected
Jeremiah_48,Ezekiel_17,2,undirected
Jeremiah_48,Ezekiel_21,2,undirected
Jeremiah_48,Hosea_10,2,undirected
Jeremiah_48,Hosea_13,1,undirected
Jeremiah_48,Isaiah_10,5,undirected
Jeremiah_48,Isaiah_14,5,undirected
Jeremiah_48,Isaiah_15,18,undirected
Jeremiah_48,Isaiah_16,31,undirected
Jeremiah_48,Isaiah_2,1,undirected
Jeremiah_48,Isaiah_21,6,undirected
Jeremiah_48,Isaiah_22,2,undirected
Jeremiah_48,Isaiah_24,18,undirected
Jeremiah_48,Isaiah_29,1,undirected
Jeremiah_48,Isaiah_3,1,undirected
Jeremiah_48,Isaiah_33,4,undirected
Jeremiah_48,Isaiah_51,1,undirected
Jeremiah_48,Isaiah_52,3,undirected
Jeremiah_48,Isaiah_56,2,undirected
Jeremiah_48,Isaiah_59,1,undirected
Jeremiah_48,Isaiah_60,2,undirected
Jeremiah_48,Isaiah_7,2,undirected
Jeremiah_48,Jeremiah_10,2,undirected
Jeremiah_48,Jeremiah_23,1,undirected
Jeremiah_48,Jeremiah_30,1,undirected
Jeremiah_48,Jeremiah_31,7,undirected
Jeremiah_48,Jeremiah_4,11,undirected
Jeremiah_48,Jeremiah_47,2,undirected
Jeremiah_48,Jeremiah_49,47,undirected
Jeremiah_48,Jeremiah_50,19,undirected
Jeremiah_48,Jeremiah_51,5,undirected
Jeremiah_48,Job_20,1,undirected
Jeremiah_48,Psalms_55,5,undirected
Jeremiah_49,Amos_3,7,undirected
Jeremiah_49,Amos_5,2,undirected
Jeremiah_49,Ezekiel_26,4,undirected
Jeremiah_49,Hosea_13,1,undirected
Jeremiah_49,Isaiah_10,1,undirected
Jeremiah_49,Isaiah_13,1,undirected
Jeremiah_49,Isaiah_23,6,undirected
Jeremiah_49,Isaiah_39,1,undirected
Jeremiah_49,Isaiah_45,1,undirected
Jeremiah_49,Isaiah_52,3,undirected
Jeremiah_49,Isaiah_54,2,undirected
Jeremiah_49,Isaiah_66,3,undirected
Jeremiah_49,Jeremiah_15,1,undirected
Jeremiah_49,Jeremiah_17,1,undirected
Jeremiah_49,Jeremiah_18,14,undirected
Jeremiah_49,Jeremiah_23,5,undirected
Jeremiah_49,Jeremiah_25,3,undirected
Jeremiah_49,Jeremiah_30,8,undirected
Jeremiah_49,Jeremiah_31,44,undirected
Jeremiah_49,Jeremiah_33,1,undirected
Jeremiah_49,Jeremiah_46,4,undirected
Jeremiah_49,Jeremiah_48,47,undirected
Jeremiah_49,Jeremiah_50,36,undirected
Jeremiah_49,Jeremiah_51,14,undirected
Jeremiah_49,Jeremiah_6,4,undirected
Jeremiah_49,Jeremiah_8,6,undirected
Jeremiah_49,Jeremiah_9,1,undirected
Jeremiah_5,Isaiah_1,8,undirected
Jeremiah_5,Isaiah_3,4,undirected
Jeremiah_5,Jeremiah_10,2,undirected
Jeremiah_5,Jeremiah_12,1,undirected
Jeremiah_5,Jeremiah_14,4,undirected
Jeremiah_5,Jeremiah_2,47,undirected
Jeremiah_5,Jeremiah_22,2,undirected
Jeremiah_5,Jeremiah_30,7,undirected
Jeremiah_5,Jeremiah_4,10,undirected
Jeremiah_5,Jeremiah_8,3,undirected
Jeremiah_5,Jeremiah_9,1,undirected
Jeremiah_5,Psalms_115,1,undirected
Jeremiah_50,Ezekiel_38,1,undirected
Jeremiah_50,Isaiah_10,12,undirected
Jeremiah_50,Isaiah_13,4,undirected
Jeremiah_50,Isaiah_14,1,undirected
Jeremiah_50,Isaiah_23,5,undirected
Jeremiah_50,Isaiah_24,2,undirected
Jeremiah_50,Isaiah_3,5,undirected
Jeremiah_50,Isaiah_9,3,undirected
Jeremiah_50,Jeremiah_25,2,undirected
Jeremiah_50,Jeremiah_31,14,undirected
Jeremiah_50,Jeremiah_4,2,undirected
Jeremiah_50,Jeremiah_46,20,undirected
Jeremiah_50,Jeremiah_47,9,undirected
Jeremiah_50,Jeremiah_48,19,undirected
Jeremiah_50,Jeremiah_49,36,undirected
Jeremiah_50,Jeremiah_51,60,undirected
Jeremiah_50,Jeremiah_6,14,undirected
Jeremiah_50,Jeremiah_8,5,undirected
Jeremiah_51,Ezekiel_17,2,undirected
Jeremiah_51,Ezekiel_21,1,undirected
Jeremiah_51,Ezekiel_26,5,undirected
Jeremiah_51,Ezekiel_27,1,undirected
Jeremiah_51,Ezekiel_38,2,undirected
Jeremiah_51,Isaiah_10,2,undirected
Jeremiah_51,Isaiah_14,15,undirected
Jeremiah_51,Isaiah_5,1,undirected
Jeremiah_51,Isaiah_66,3,undirected
